# Pillar 2 Contrastive Yield decomposition (per-problem / per-step)
# Computed from real rollout data:
#   - tinker_gsm8k_zvf_s{42,123,456}.json: 600 (problem, G=8) rollouts.
#   - groupsize_zvf_sweep.json: 12 runs * 40 steps x G in {2,4,8,16}.
# Columns:
#   source      tinker_gsm8k | groupsize_zvf_sweep | groupsize_zvf_sweep_agg
#   seed, problem_id|step, G, k|p_x, zvf_obs, zvf_iid, delta_div, Y_obs
# zvf_iid  = p**G + (1-p)**G (Bernoulli-collision baseline).
# delta_div = zvf_iid - zvf_obs (structural diversity bonus;
#            POSITIVE delta_div proves the sampler anti-herds).
# Source: scripts/zvf_contrastive_yield.py
source	seed	id	G	p_x	zvf_obs	zvf_iid	delta_div	Y_obs
tinker_gsm8k	456	153	8	0.0000	1.0000	1.0000	0.0000	0.0000
tinker_gsm8k	456	154	8	0.8750	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	155	8	0.5000	0.0000	0.0078	0.0078	1.0000
tinker_gsm8k	456	156	8	0.8750	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	157	8	0.5000	0.0000	0.0078	0.0078	1.0000
tinker_gsm8k	456	158	8	0.8750	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	159	8	0.7500	0.0000	0.1001	0.1001	1.0000
tinker_gsm8k	456	160	8	0.6250	0.0000	0.0237	0.0237	1.0000
tinker_gsm8k	456	161	8	0.6250	0.0000	0.0237	0.0237	1.0000
tinker_gsm8k	456	162	8	0.5000	0.0000	0.0078	0.0078	1.0000
tinker_gsm8k	456	163	8	0.6250	0.0000	0.0237	0.0237	1.0000
tinker_gsm8k	456	164	8	0.8750	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	165	8	0.2500	0.0000	0.1001	0.1001	1.0000
tinker_gsm8k	456	166	8	1.0000	1.0000	1.0000	0.0000	0.0000
tinker_gsm8k	456	167	8	0.6250	0.0000	0.0237	0.0237	1.0000
tinker_gsm8k	456	168	8	0.0000	1.0000	1.0000	0.0000	0.0000
tinker_gsm8k	456	169	8	0.6250	0.0000	0.0237	0.0237	1.0000
tinker_gsm8k	456	170	8	0.1250	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	171	8	0.6250	0.0000	0.0237	0.0237	1.0000
tinker_gsm8k	456	172	8	0.6250	0.0000	0.0237	0.0237	1.0000
tinker_gsm8k	456	173	8	0.3750	0.0000	0.0237	0.0237	1.0000
tinker_gsm8k	456	174	8	0.8750	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	175	8	0.1250	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	176	8	0.1250	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	177	8	0.6250	0.0000	0.0237	0.0237	1.0000
tinker_gsm8k	456	178	8	1.0000	1.0000	1.0000	0.0000	0.0000
tinker_gsm8k	456	179	8	0.7500	0.0000	0.1001	0.1001	1.0000
tinker_gsm8k	456	180	8	0.6250	0.0000	0.0237	0.0237	1.0000
tinker_gsm8k	456	181	8	0.8750	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	182	8	0.5000	0.0000	0.0078	0.0078	1.0000
tinker_gsm8k	456	183	8	0.7500	0.0000	0.1001	0.1001	1.0000
tinker_gsm8k	456	184	8	0.7500	0.0000	0.1001	0.1001	1.0000
tinker_gsm8k	456	185	8	0.7500	0.0000	0.1001	0.1001	1.0000
tinker_gsm8k	456	186	8	0.0000	1.0000	1.0000	0.0000	0.0000
tinker_gsm8k	456	187	8	0.7500	0.0000	0.1001	0.1001	1.0000
tinker_gsm8k	456	188	8	0.8750	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	189	8	0.8750	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	190	8	0.5000	0.0000	0.0078	0.0078	1.0000
tinker_gsm8k	456	191	8	0.8750	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	192	8	0.7500	0.0000	0.1001	0.1001	1.0000
tinker_gsm8k	456	193	8	0.7500	0.0000	0.1001	0.1001	1.0000
tinker_gsm8k	456	194	8	0.7500	0.0000	0.1001	0.1001	1.0000
tinker_gsm8k	456	195	8	0.8750	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	196	8	0.8750	0.0000	0.3436	0.3436	1.0000
tinker_gsm8k	456	197	8	0.7500	0.0000	0.1001	0.1001	1.0000
tinker_gsm8k	456	198	8	0.6250	0.0000	0.0237	0.0237	1.0000
tinker_gsm8k	456	199	8	0.7500	0.0000	0.1001	0.1001	1.0000
groupsize_zvf_sweep	42	0	2	0.1875	0.7500	0.6953	-0.0547	0.2500
groupsize_zvf_sweep	42	1	2	0.2188	0.6875	0.6582	-0.0293	0.3125
groupsize_zvf_sweep	42	2	2	0.1875	0.6250	0.6953	0.0703	0.3750
groupsize_zvf_sweep	42	3	2	0.4375	0.5000	0.5078	0.0078	0.5000
groupsize_zvf_sweep	42	4	2	0.5625	0.5000	0.5078	0.0078	0.5000
groupsize_zvf_sweep	42	5	2	0.4062	0.3125	0.5176	0.2051	0.6875
groupsize_zvf_sweep	42	6	2	0.5000	0.3750	0.5000	0.1250	0.6250
groupsize_zvf_sweep	42	7	2	0.6250	0.3750	0.5312	0.1562	0.6250
groupsize_zvf_sweep	42	8	2	0.7500	0.5000	0.6250	0.1250	0.5000
groupsize_zvf_sweep	42	9	2	0.7500	0.6250	0.6250	0.0000	0.3750
groupsize_zvf_sweep	42	10	2	0.8438	0.6875	0.7363	0.0488	0.3125
groupsize_zvf_sweep	42	11	2	0.7812	0.6875	0.6582	-0.0293	0.3125
groupsize_zvf_sweep	42	12	2	0.8750	0.8750	0.7812	-0.0938	0.1250
groupsize_zvf_sweep	42	13	2	0.8125	0.7500	0.6953	-0.0547	0.2500
groupsize_zvf_sweep	42	14	2	0.9375	0.8750	0.8828	0.0078	0.1250
groupsize_zvf_sweep	42	15	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	42	16	2	0.8125	0.8750	0.6953	-0.1797	0.1250
groupsize_zvf_sweep	42	17	2	0.9375	0.8750	0.8828	0.0078	0.1250
groupsize_zvf_sweep	42	18	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	19	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	20	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	42	21	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	22	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	23	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	42	24	2	0.9062	0.8125	0.8301	0.0176	0.1875
groupsize_zvf_sweep	42	25	2	0.9375	0.8750	0.8828	0.0078	0.1250
groupsize_zvf_sweep	42	26	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	42	27	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	28	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	42	29	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	30	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	31	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	32	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	33	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	42	34	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	35	2	0.9062	0.9375	0.8301	-0.1074	0.0625
groupsize_zvf_sweep	42	36	2	0.9062	0.9375	0.8301	-0.1074	0.0625
groupsize_zvf_sweep	42	37	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	38	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	39	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep_agg	42	agg	2	0.8273	0.8266	0.7143	-0.1123	0.1734
groupsize_zvf_sweep	123	0	2	0.1562	0.6875	0.7363	0.0488	0.3125
groupsize_zvf_sweep	123	1	2	0.3438	0.5625	0.5488	-0.0137	0.4375
groupsize_zvf_sweep	123	2	2	0.5000	0.3750	0.5000	0.1250	0.6250
groupsize_zvf_sweep	123	3	2	0.5000	0.5000	0.5000	0.0000	0.5000
groupsize_zvf_sweep	123	4	2	0.6562	0.5625	0.5488	-0.0137	0.4375
groupsize_zvf_sweep	123	5	2	0.6562	0.6875	0.5488	-0.1387	0.3125
groupsize_zvf_sweep	123	6	2	0.5312	0.5625	0.5020	-0.0605	0.4375
groupsize_zvf_sweep	123	7	2	0.5938	0.4375	0.5176	0.0801	0.5625
groupsize_zvf_sweep	123	8	2	0.8125	0.6250	0.6953	0.0703	0.3750
groupsize_zvf_sweep	123	9	2	0.9375	0.8750	0.8828	0.0078	0.1250
groupsize_zvf_sweep	123	10	2	0.8438	0.8125	0.7363	-0.0762	0.1875
groupsize_zvf_sweep	123	11	2	0.7812	0.6875	0.6582	-0.0293	0.3125
groupsize_zvf_sweep	123	12	2	0.8125	0.6250	0.6953	0.0703	0.3750
groupsize_zvf_sweep	123	13	2	0.8438	0.9375	0.7363	-0.2012	0.0625
groupsize_zvf_sweep	123	14	2	0.8750	0.7500	0.7812	0.0312	0.2500
groupsize_zvf_sweep	123	15	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	123	16	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	123	17	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	123	18	2	0.9062	0.9375	0.8301	-0.1074	0.0625
groupsize_zvf_sweep	123	19	2	0.9062	0.9375	0.8301	-0.1074	0.0625
groupsize_zvf_sweep	123	20	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	21	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	123	22	2	0.9375	1.0000	0.8828	-0.1172	0.0000
groupsize_zvf_sweep	123	23	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	24	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	25	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	123	26	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	123	27	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	28	2	0.9375	1.0000	0.8828	-0.1172	0.0000
groupsize_zvf_sweep	123	29	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	30	2	0.8750	1.0000	0.7812	-0.2188	0.0000
groupsize_zvf_sweep	123	31	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	32	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	33	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	123	34	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	35	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	36	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	37	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	38	2	0.9062	0.9375	0.8301	-0.1074	0.0625
groupsize_zvf_sweep	123	39	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep_agg	123	agg	2	0.8523	0.8516	0.7483	-0.1033	0.1484
groupsize_zvf_sweep	456	0	2	0.2500	0.7500	0.6250	-0.1250	0.2500
groupsize_zvf_sweep	456	1	2	0.1562	0.6875	0.7363	0.0488	0.3125
groupsize_zvf_sweep	456	2	2	0.3750	0.3750	0.5312	0.1562	0.6250
groupsize_zvf_sweep	456	3	2	0.4688	0.5625	0.5020	-0.0605	0.4375
groupsize_zvf_sweep	456	4	2	0.5000	0.5000	0.5000	0.0000	0.5000
groupsize_zvf_sweep	456	5	2	0.5625	0.6250	0.5078	-0.1172	0.3750
groupsize_zvf_sweep	456	6	2	0.7500	0.6250	0.6250	0.0000	0.3750
groupsize_zvf_sweep	456	7	2	0.9375	0.8750	0.8828	0.0078	0.1250
groupsize_zvf_sweep	456	8	2	0.7188	0.5625	0.5957	0.0332	0.4375
groupsize_zvf_sweep	456	9	2	0.6562	0.5625	0.5488	-0.0137	0.4375
groupsize_zvf_sweep	456	10	2	0.7500	0.5000	0.6250	0.1250	0.5000
groupsize_zvf_sweep	456	11	2	0.7188	0.6875	0.5957	-0.0918	0.3125
groupsize_zvf_sweep	456	12	2	0.9062	0.8125	0.8301	0.0176	0.1875
groupsize_zvf_sweep	456	13	2	0.8438	0.8125	0.7363	-0.0762	0.1875
groupsize_zvf_sweep	456	14	2	0.9062	0.8125	0.8301	0.0176	0.1875
groupsize_zvf_sweep	456	15	2	0.8750	0.8750	0.7812	-0.0938	0.1250
groupsize_zvf_sweep	456	16	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	17	2	0.9062	0.9375	0.8301	-0.1074	0.0625
groupsize_zvf_sweep	456	18	2	0.8750	0.8750	0.7812	-0.0938	0.1250
groupsize_zvf_sweep	456	19	2	0.9375	0.8750	0.8828	0.0078	0.1250
groupsize_zvf_sweep	456	20	2	0.9375	0.8750	0.8828	0.0078	0.1250
groupsize_zvf_sweep	456	21	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	456	22	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	456	23	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	456	24	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	25	2	0.9375	0.8750	0.8828	0.0078	0.1250
groupsize_zvf_sweep	456	26	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	27	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	456	28	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	29	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	456	30	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	456	31	2	0.9375	1.0000	0.8828	-0.1172	0.0000
groupsize_zvf_sweep	456	32	2	0.9375	0.8750	0.8828	0.0078	0.1250
groupsize_zvf_sweep	456	33	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	34	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	35	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	36	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	37	2	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	38	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep	456	39	2	0.9688	0.9375	0.9395	0.0020	0.0625
groupsize_zvf_sweep_agg	456	agg	2	0.8398	0.8359	0.7310	-0.1049	0.1641
groupsize_zvf_sweep	42	0	4	0.2188	0.4375	0.3748	-0.0627	0.5625
groupsize_zvf_sweep	42	1	4	0.2656	0.4375	0.2958	-0.1417	0.5625
groupsize_zvf_sweep	42	2	4	0.3125	0.3125	0.2329	-0.0796	0.6875
groupsize_zvf_sweep	42	3	4	0.5469	0.0625	0.1316	0.0691	0.9375
groupsize_zvf_sweep	42	4	4	0.6250	0.1875	0.1724	-0.0151	0.8125
groupsize_zvf_sweep	42	5	4	0.6719	0.1250	0.2154	0.0904	0.8750
groupsize_zvf_sweep	42	6	4	0.6875	0.3125	0.2329	-0.0796	0.6875
groupsize_zvf_sweep	42	7	4	0.7500	0.5625	0.3203	-0.2422	0.4375
groupsize_zvf_sweep	42	8	4	0.8594	0.6875	0.5458	-0.1417	0.3125
groupsize_zvf_sweep	42	9	4	0.8438	0.6250	0.5074	-0.1176	0.3750
groupsize_zvf_sweep	42	10	4	0.7969	0.5625	0.4049	-0.1576	0.4375
groupsize_zvf_sweep	42	11	4	0.8438	0.7500	0.5074	-0.2426	0.2500
groupsize_zvf_sweep	42	12	4	0.8281	0.4375	0.4712	0.0337	0.5625
groupsize_zvf_sweep	42	13	4	0.9219	0.7500	0.7223	-0.0277	0.2500
groupsize_zvf_sweep	42	14	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	42	15	4	0.9688	0.8750	0.8807	0.0057	0.1250
groupsize_zvf_sweep	42	16	4	0.8594	0.6875	0.5458	-0.1417	0.3125
groupsize_zvf_sweep	42	17	4	0.9688	0.8750	0.8807	0.0057	0.1250
groupsize_zvf_sweep	42	18	4	0.9688	0.8750	0.8807	0.0057	0.1250
groupsize_zvf_sweep	42	19	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	42	20	4	0.9688	0.8750	0.8807	0.0057	0.1250
groupsize_zvf_sweep	42	21	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	42	22	4	0.9219	0.8125	0.7223	-0.0902	0.1875
groupsize_zvf_sweep	42	23	4	0.9531	0.8750	0.8253	-0.0497	0.1250
groupsize_zvf_sweep	42	24	4	0.9062	0.9375	0.6746	-0.2629	0.0625
groupsize_zvf_sweep	42	25	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	42	26	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	27	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	42	28	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	29	4	0.9688	0.9375	0.8807	-0.0568	0.0625
groupsize_zvf_sweep	42	30	4	0.9375	0.8750	0.7725	-0.1025	0.1250
groupsize_zvf_sweep	42	31	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	42	32	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	33	4	0.9531	0.9375	0.8253	-0.1122	0.0625
groupsize_zvf_sweep	42	34	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	35	4	0.8906	0.9375	0.6293	-0.3082	0.0625
groupsize_zvf_sweep	42	36	4	0.9375	1.0000	0.7725	-0.2275	0.0000
groupsize_zvf_sweep	42	37	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	38	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	39	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep_agg	42	agg	4	0.8566	0.7578	0.5389	-0.2189	0.2422
groupsize_zvf_sweep	123	0	4	0.1719	0.5000	0.4712	-0.0288	0.5000
groupsize_zvf_sweep	123	1	4	0.2812	0.1875	0.2731	0.0856	0.8125
groupsize_zvf_sweep	123	2	4	0.4844	0.2500	0.1257	-0.1243	0.7500
groupsize_zvf_sweep	123	3	4	0.4062	0.2500	0.1515	-0.0985	0.7500
groupsize_zvf_sweep	123	4	4	0.6562	0.2500	0.1994	-0.0506	0.7500
groupsize_zvf_sweep	123	5	4	0.6406	0.3125	0.1851	-0.1274	0.6875
groupsize_zvf_sweep	123	6	4	0.7812	0.2500	0.3748	0.1248	0.7500
groupsize_zvf_sweep	123	7	4	0.8594	0.5625	0.5458	-0.0167	0.4375
groupsize_zvf_sweep	123	8	4	0.8125	0.5000	0.4370	-0.0630	0.5000
groupsize_zvf_sweep	123	9	4	0.9062	0.6875	0.6746	-0.0129	0.3125
groupsize_zvf_sweep	123	10	4	0.9219	0.8125	0.7223	-0.0902	0.1875
groupsize_zvf_sweep	123	11	4	0.8281	0.6250	0.4712	-0.1538	0.3750
groupsize_zvf_sweep	123	12	4	0.9062	0.7500	0.6746	-0.0754	0.2500
groupsize_zvf_sweep	123	13	4	0.8906	0.8750	0.6293	-0.2457	0.1250
groupsize_zvf_sweep	123	14	4	0.9375	0.8750	0.7725	-0.1025	0.1250
groupsize_zvf_sweep	123	15	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	123	16	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	17	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	123	18	4	0.9375	1.0000	0.7725	-0.2275	0.0000
groupsize_zvf_sweep	123	19	4	0.8906	0.7500	0.6293	-0.1207	0.2500
groupsize_zvf_sweep	123	20	4	0.9531	0.8750	0.8253	-0.0497	0.1250
groupsize_zvf_sweep	123	21	4	0.9531	0.8750	0.8253	-0.0497	0.1250
groupsize_zvf_sweep	123	22	4	0.9375	0.8750	0.7725	-0.1025	0.1250
groupsize_zvf_sweep	123	23	4	0.9688	0.9375	0.8807	-0.0568	0.0625
